abaisser	to lower/bring [sth] down/demean
décider [qqn] à faire [qch]	to persuade [sb] to do [sth]
se décider	to decide
se décider pour [qch]	to choose [sth]
se décider à faire [qch]	to decide to do [sth]
découdre	to unstitch
se découdre	to come undone
en découdre avec	to confront
décourager [qqn] de faire [qch]	to make [sb] not want to do [sth]
décourager [qch]	to deter/dispirit
se décourager	to lose heart
découvrir [qch]	to uncover/discover/reveal/leave [sth] vulnerable/find/find/find
se découvrir	to take off your hat/take off a layer/throw off the bedclothes/find/find/find
déduire [qch] de [qch]	to deduct
défaire	to undo/dismantle/remove/defeat
se défaire	to come apart
se défaire de [qch]	to get rid of [sth]/part with [sth]/dismiss/dismiss
se défendre de [qch]	to defend yourself against [sth]
dégager	to clear/remove/unblock/emit/draw/extricate/free
se dégager	to free yourself/clear/waft/emerge
se dégager de [qch]	to free yourself
déjeuner de [qch]	to have [sth] for lunch
demander [qch]	to ask [sb] [sth]/request/demand/look for [sb]
se demander [qch]	to wonder
demander [qch] de [qqn]	to ask [sth] of [sb]
déménager	to move house
demeurer	to live/stay/still be [sth]
démolir	to demolish
dénoncer	to report/condemn/back out of [sth]
se départir	to lose
dépasser	to be taller than [sth]/poke out/pass/exceed
se dépasser	to outdo yourself/pass one another
dépêcher	to send
se dépêcher	to rush
dépeindre	to depict/show
dépendre de	to depend on [sth]/depend on [sb]/report to [sb]/be dependent on [sb]/be [sb]'s decision/report to [sb]/be dependent on [sb]/be [sb]'s decision
dépenser	to spend/use
se dépenser	to exert yourself/work hard
déplaire à [qqn]	to upset
se déplaire	to dislike
n'en déplaise à	to no offence to
déranger	to disturb/upset/derange/make [sth] untidy/unnerve
se déranger	to come out/step aside
descendre	to go down/fall/come down/descend/take [sth] down/lower/[verb] + down/raid/ebb/take [sb] down
descendre dans	to raid
descendre de	to be descended from [sb]
désirer	to like/crave/lust after
désobéir	to disobey
dessiner	to draw/outline
se dessiner	to appear/take shape
déteindre sur [qch]	to bleed onto [sth]
détenir	to own/jail
détester [qch]	to hate
se détester	to hate yourself/hate each other
détourner	to divert/hijack/embezzle/twist/deter
se détourner (de [qch])	to turn away (from)
détruire	to ruin
se détruire	to destroy yourself
développer	to grow/call on
se développer	to develop
(se) dévêtir	to strip
devoir faire [qch]	to must/need to/be bound to do [sth]
se devoir de faire [qch]	to must do [sth]
se devoir [qch]	to owe each other [sth]
différer	to differ/defer
différer de	to differ from
différer sur	to differ on
diminuer	to cut/soothe/weaken/deride/drop
dîner de	to eat
dire	to say/recite/claim
dire à [qqn] de faire [qch]	to tell [sb] to do [sth]
se dire	to be said/be pronounced/say you are [sb]/tell each other [sth]/think
dire [qch] à [qqn]	to remind [sb] of [sb]
diriger	to point [sth] at [sb]/steer/direct
se diriger	to find your way
se diriger vers [qch]	to head for [sth]/gravitate towards
discourir sur	to talk about/discuss
discuter	to talk to [sb] (about [sth])/discuss [sth]/debate/dispute/argue
se discuter	to be debated
disjoindre	to come away/deal separately with
disparaître	to disappear/vanish/die out
dissoudre	to dissolve/disband
se dissoudre	to dissolve
divorcer (de [qqn])	to divorce
donner	to hand/let [sb] have [sth]/put on/come to/bear fruit/blare
se donner	to give of yourself/show
se donner à [qqn]	to give yourself to [sb]
donner sur	to overlook
dormir	to sleep/rest
doubler	to double/double/pass/line/stand in for [sb]/dub
se doubler de [qch]	to also be a [sth]
douter	to waver
douter de [qch]	to doubt
douter que + [subjonctif]	to doubt whether + [indicative]
douter de pouvoir faire [qch]	to doubt
se douter de	to suspect
échapper à [qch]	to avoid/dodge/escape/elude/slip from [sth]/slip [sb]'s mind
s'échapper	to escape/slip out of
échouer	to run aground/wash up/fail
échouer à	to fail
s'échouer	to beach
éconduire	to turn away/dismiss
écouter	to listen to
s'écouter	to should be listened to/take care of yourself
écraser	to press/crush/run over
s'écraser	to crash/be crushed
écrire ([qch] à [qqn])	to write ([sb] [sth])
effacer	to erase/wipe/delete
s'effacer	to fade/step aside
effrayer	to terrify
s'effrayer	to get scared
égayer	to amuse/cheer [sth] up
élever	to raise/lift/erect/build/elevate
s'élever	to rise/come to/go up/be raised
(ré)élire	to (re)elect
éloigner	to take [sb] away/alienate/postpone
s'éloigner	to pull away/get away (from [sth])/digress (from [sth])/grow apart (from [sb])
(s')embrasser	to kiss
emmener	to take/lead
s'emparer de [qch]	to take/catch
empêcher	to put a stop to [sth]
empêcher [qqn] de faire [qch]	to stop [sb] doing [sth]
employer	to employ
s'employer	to be used
emprunter [qch]	to borrow/take
emprunter [qch] à [qqn]	to borrow [sb]'s [sth]
enclore [qch]	to enclose
encourager	to support/incite
encourager [qqn] à faire [qch]	to encourage [sb] to do [sth]
encourir	to risk
endormir	to get [sb] to sleep
s'endormir	to go to sleep
enduire	to coat
enfreindre [qch]	to break
s'enfuir	to flee
engager	to commit/kick off/start/pawn/move/invest/take on/be [sb]'s opinion/deploy
engager [qqn] à [qch]	to encourage [sb] to do [sth]
s'engager dans [qch]	to join/engage in [sth]/enter
s'engager	to work/go into [sth]
enlever	to remove/rub out/take/subtract/subtract
s'enlever	to come off/go fast
s'ennuyer	to get bored
énoncer	to state
s'enquérir	to make enquiries about
enregistrer [qch]	to record/take in/check/note/endure
enseigner [qch] à [qqn]	to teach [sb] [sth]
enseigner ([qch])	to teach
s'ensuivre	to ensue
entendre	to hear/listen to [sth]
s'entendre	to be used/hear each other/get on/include/understand each other
s'entendre avec [qqn]	to get on with [sb]
s'entendre sur [qch]	to agree on [sth]
enterrer	to bury/outlive
entraîner [qch]	to take/train/take [sb] off/coach/incite
entraîner [qqn] à [qch]	to entail
s'entraîner	to train yourself
entreprendre	to start
entrer	to go in/be part of [sth]/prick/enter
entretenir	to maintain/keep [sth] going/enjoy
s'entretenir	to be maintained/keep fit
s'entretenir avec [qqn]	to talk to [sb]
s'entretenir de [qch]	to discuss
(s')entrouvrir	to half-open
s'envoler	to fly/blow away
envoyer	to send/refer
épeler	to spell
épouser	to wed/hug
s'épouser	to wed
éprouver	to have/test
équivaloir à	to amount to [sth]
espérer	to hope for [sth]
espérer que + [indicatif]	to hope + [indicative]
espérer faire [qch]	to hope to do [sth]
espérer en	to expect
essayer	to test/try out/give [sth] a try/try on
essayer de faire [qch]	to try to do [sth]
essuyer	to dry/suffer/bear
s'essuyer	to dry yourself/dry
estimer	to estimate the value of [sth]/esteem
estimer que	to feel
s'estimer	to think yourself
établir	to set up/create/establish
s'établir	to settle/be made/set yourself up as [sth]
éteindre	to put out/turn [sth] off
s'éteindre	to die
étendre	to spread/hang/stretch/expand/lay/thin
s'étendre	to stretch out/extend/expand on
étonner	to surprise
s'étonner	to be amazed
étourdir	to daze/overwhelm/make [sb] tipsy
s'étourdir	to be intoxicated/distract yourself
être	to be
étudier	to study/develop
s'étudier	to size each other up
évaluer	to reckon/assess
éviter	to avoid/prevent/stay away from [sth]/stay out of [sth]/steer clear of [sb]
s'éviter	to avoid each other/save yourself [sth]
éviter [qch] à [qqn]	to avoid
exagérer	to overplay/amplify/go too far/overdo it
s'exagérer [qch]	to overstate [sth]
exclure	to get rid of [sth]/exclude/rule out/ignore
s'exclure	to leave
excuser [qch]	to excuse/excuse/excuse
s'excuser	to sorry/excuse
s'excuser de/pour [qch]	to say sorry for [sth]
exiger	to demand/need
exister	to exist/be real/count
expliquer	to explain ([sth] to [sb])/give a commentary on
s'expliquer	to explain/talk [sth] over
explorer	to explore/examine
exprimer [qch]	to show/convert
s'exprimer	to express yourself/be expressed
fâcher	to anger
se fâcher contre [qqn]	to argue with [sb]
se fâcher (avec [qqn])	to argue (with [sb])
faiblir	to wane/sap
avoir failli faire [qch]	to almost did [sth]
faire	to do/make/cause/turn into/study/be/say/measure/last/look/create/clean/imitate
faire [qch] à	to sell
se faire faire [qch]	to have [sth] done
se faire	to happen/be the done thing/stretch/make yourself [sth]/become
se faire + [infinitif]	to be + [past participle]
se faire à [qch]	to get used to [sth]
faire du [qqn]	to copy
falloir que [qch] fasse [qch]	to have to do [sth]
falloir	to must/should/be needed
falloir + [durée]	to take + [duration]
feindre	to simulate
féliciter	to congratulate
se féliciter de	to be pleased with yourself
fendre	to chop
se fendre	to crack/be split/split
fermer	to shut/turn off/close off/demarcate
se fermer	to shut
feuilleter [qch]	to skim/make puff pastry
se fier	to trust
se fier à	to judge by/rely on
finir	to finish/end
finir de faire [qch]	to stop doing [sth]
fixer	to fix/stabilize/set/contain
fixer [qch] à [qch]	to fix [sth] to [sth]
se fixer	to attach/stabilize/set yourself [sth]
se fixer à [qch]	to be fixed to [sth]
fonder	to found
fonder [qch] sur [qch]	to base [sth] on [sth]
se fonder sur [qch]	to be based on
fondre	to melt/dissolve/merge
se fondre dans [qch]	to melt into [sth]
se fondre	to merge
forcer	to come under strain/demand
forcer sur [qch]	to force
se forcer	to make yourself
fouiller	to search/rummage through/rack your brains
fournir [qch] à [qqn]	to supply
fournir [qch]	to give/supply
se fournir	to get
frapper	to hit/knock/chill/mint
frémir	to shake
frire	to fry
fuir	to flee/leak/shun
fumer	to steam
gagner	to win/win/make a profit of [sth]/gain/spread to [sth]/reach/save/overcome
garder	to keep/save/mind/guard
se garder	to keep
se garder de faire [qch]	to refrain from doing [sth]
gaspiller	to waste
se gâter	to worsen
geindre	to wail/whine
(re)geler	to freeze (again)
gêner	to bother/unsettle/get in the way
se gêner	to be in each other's way
gérer	to manage/deal with [sth]
goûter à	to try
se grandir	to make yourself taller/do yourself credit
se gratter ([qch])	to scratch (your [sth])
grêler	to cause hail damage to [sth]
grimper	to climb/be hilly/go up/climb
grimper à [qch]	to climb
grimper sur [qch]	to climb on [sth]
gronder	to rumble/scold
guérir [qqn]	to make [sb] better
guérir [qqn] de [qch]	to cure [sb] of [sth]/rid [sb] of his/her/their [sth]
guérir de [qch]	to recover from [sth]
se guérir	to recover from [sth]
habiller	to dress/buy clothes for [sb]/coat/make clothes for [sb]
s'habiller	to dress/buy your clothes from [sb]
s'habiller en [qch]	to dress up as [sth]
habiter	to live
(se) haïr	to hate (each other/yourself)
hésiter (à faire [qch])	to hesitate (over doing [sth])
hésiter entre [qch] et [qch]	to waver between [sth] and [sth]
hoqueter	to hiccup/sob/jolt
ignorer	to not know/ignore
en imposer à [qqn]	to impress
inclure	to cover
indiquer	to indicate/be a sign of [sth]
induire à faire [qch]	to lead [sb] to do [sth]
induire	to lead to/deduce
informer [qqn] de [qch]	to let [sb] know [sth]
informer [qqn] que [qch]...	to let [sb] know
informer [qqn]	to inform
inquiéter	to worry/bother/investigate
s'inquiéter	to fret
s'inquiéter de [qch]	to worry about [sth]
s'inquiéter de faire [qch]	to wonder [sth]
inscrire	to write/draw/sign [sb] up
s'inscrire à [qch]	to sign up for [sth]
s'inscrire sur [qch]	to join
s'inscrire dans [qch]	to be part of [sth]/join/fit in with [sth]
insister sur	to insist on/concentrate on
insister	to insist
instruire	to inform
s'instruire (de)	to learn (about)
interdire	to stop [sb] doing [sth]/ban/ban
s'interdire [qch]	to abstain from [sth]
s'interdire de faire [qch]	to renounce
intéresser	to interest/affect
intéresser [qqn] à [qch]	to get [sb] interested in [sth]/give [sb] a stake in [sth]
s'intéresser à [qch]	to be interested in [sth]/be interested in [sb]
interroger	to ask [sb] questions/test/check
s'interroger	to wonder/ponder
interrompre	to interrupt/stop/suspend
s'interrompre	to stop
intervenir	to act/occur/speak/intercede/perform
introduire	to put/add
s'introduire	to get into/gain entry
inventer	to invent/come up with
s'inventer	to make up/invent
inviter [qqn] à [qch]	to encourage
inviter [qqn]	to be [sb]'s treat
inviter à [qch]	to be inviting
s'inviter	to show up
jaillir	to spring up
jaser	to babble/gossip
jaser sur	to gossip about
jaunir	to yellow
jeter	to pitch/throw/cast
se jeter	to hurl yourself
se jeter sur/dans [qch]	to throw yourself onto [sth]
se jeter contre [qch]	to hit
joindre	to add
jouer	to play/compete/gamble/be loose/feign/risk/play in [sth]/play for [sth]/gamble/bet on [sth]/play
jouer à [qch]	to be
jouer de [qch]	to play the [sth]/exploit
jouer avec [qch]	to take risks with
se jouer	to be played/be performed/play out/be decided
se jouer de [qch]	to defy
jouer sur [qch]	to exploit
jouir	to orgasm
jouir de	to enjoy
juger	to judge/pass judgment/consider/settle
en juger par	to judging by [sth]
se juger	to think yourself
juger de	to imagine
jurer	to swear/clash
se jurer	to vow
jurer par	to swear by
kidnapper	to kidnap
klaxonner ([qqn])	to beep
lâcher	to give/drop/let [sth] down
se lâcher	to relax
laisser	to leave/give/drop off/must go
laisser [qch] à [qqn]	to leave [sth] to [sb]
lancer [qch]	to start/launch/launch
se lancer	to try/start/leap/make a name for yourself
se lancer dans [qch]	to take [sth] up/launch into [sth]
(se) laver	to wash
se laver [qch]	to wash
lever	to raise/lift/start
se lever	to rise/get up/go up/pick up
se lire	to be read/be a + [adj] read/be seen
lire [qch]	to read
loger	to let [sb] stay/sleep/fit/put/pack
se loger	to find accommodation/lodge
louer [qch]	to rent
se louer	to rent
se louer de faire [qch]	to be proud of yourself for doing [sth]
luire	to glow
maigrir	to make [sb] look thinner
maintenir	to keep/go ahead with [sth]/maintain
maintenir que	to insist
se maintenir	to stay/keep on
manger	to eat/mumble
se manger	to be eaten
manquer	to be lacking/miss/fail at [sth]
manquer de [qch]	to lack
manquer faire [qch]	to almost do [sth]
manquer à [qch]	to fail to keep [sth]
marcher	to go
marcher dans [qch]	to step in [sth]
marcher à [qch]	to run on [sth]
maudire	to curse
méconnaître	to be unaware of
médire de	to malign
se méfier de	to be wary of
se méfier	to take care
mélanger	to mix/confuse/mingle
se mélanger	to mix
menacer [qqn]	to menace/jeopardize
mener	to lead/run/conduct/take
mentir	to lie/be deceptive
se mentir	to fool yourself
mépriser	to scorn
mériter	to merit/earn
se mériter	to must be earned
mesurer	to be X by X by X (in dimension/in size)/measure/limit
se mesurer	to measure yourself
se mesurer à	to tackle
mettre	to include/put/slip into [sth]/spend [sth] on [sth]/say/put
se mettre à faire [qch]	to start to do [sth]
se mettre	to wear
se mettre quelque part	to sit
modérer	to curb
se modérer	to restrain yourself/ease
monter	to climb/go up/rise/reach/take [sth] up/lift/increase/put [sth] up/set [sth] up/mount/ride/edit
monter à [qch]	to climb
monter sur [qch]	to climb on [sth]/mount
se monter	to be assembled
montrer	to point out/show/bring to light/make visible/show [sb] [sth]
se montrer	to be seen
se montrer + [adj]	to show + [noun]
se moquer de [qch]	to not care about [sth]/tease/make a fool of [sb]
mordre	to bite/go over/sting
moudre	to mill
mouiller	to soak everything/dampen/moor/add
se mouiller	to get wet
mourir	to die/wane
nager	to swim/float
naître	to be born/emerge/arise
naître de [qqn]	to be born to [sb]
naviguer	to sail/navigate
négliger	to forget/be careless about/ignore
se négliger	to let yourself go
négocier [qch]	to trade/broker/haggle over [sth]
se négocier	to sell/manage to get [sth]
neiger	to snow
nettoyer	to clean
neutraliser	to neutralize
se neutraliser	to cancel each other out
nier	to deny/refute
noircir	to darken/make [sb] darker
nommer [qch]	to name/name
se nommer	to be called
noter	to mark/represent
nouer	to tie/form
se nouer	to build
nourrir	to feed/provide for [sb]
se nourrir (de [qch])	to eat
(se) noyer	to drown
nuire à	to harm/be detrimental to [sth]
obéir à [qch]	to obey
obéir	to do as you are told
obtenir	to get/end up with [sth]
occlure	to occlude/contain
occuper	to fill/busy yourself with [sth]/keep [sb] busy/be the main industry/take over/live in [sth]
s'occuper de [qch]	to see to [sth]/care for [sb]/work with [sth]/look after [sb]
s'occuper de faire [qch]	to deal with [sth]
offrir [qch] à [qqn]	to give [sb] [sth]/offer [sb] [sth]
offrir	to present
s'offrir [qch]	to buy
s'offrir à [qqn]	to open up to [sb]/give yourself to [sb]
oindre	to anoint
omettre	to omit to do [sth]/omit/omit
oublier	to forget/leave [sth] behind
s'oublier	to be something you forget/forget yourself
ouvrir	to open/put [sth] on/make
ouvrir à [qqn]	to let [sb] in
s'ouvrir	to open/gash your [sth]
s'ouvrir sur	to open onto [sth]
s'ouvrir à [qch]	to discover
s'ouvrir à [qqn] de/sur [qch]	to confide in [sb] about [sth]
paraître	to seem/be published/get noticed
parcourir	to cross/roam/skim
pardonner [qch] à [qqn]	to forgive [sb] for [sth]/forgive [sb] [sth]
pardonner [qch]	to pardon/overlook
parler (de)	to talk (about [sth])
parler de [qch]	to talk about [sth]
parler avec [qqn]	to talk to
parler de [qqn] à [qqn]	to talk to [sb] about [sb]
parler à [qqn]	to mean [sth] to [sb]
se parler	to talk to each other/be spoken
partager ([qch])	to share
se partager	to be split/split
participer à [qch]	to take part in [sth]/join in with [sth]
participer de	to relate to
partir	to go/start/disappear/come off/set out
partir sur [qch]	to choose
parvenir (quelque part)	to reach
parvenir à [qch]	to gain/reach/reach
passer	to come/go/pass/move up/be admissible/be on/filter/run/slip into/take/engage/put [sth] on/be past/spend/have/drain
passer chez [qqn]	to go to [sb]'s house
passer en [qch]	to go into [sth]
passer à [qqn]	to pass
passer [qch] à [qqn]	to pass [sb] [sth]/give
passer [qqn] à [qqn]	to put [sb] on
se passer	to be set/occur/go
se passer de [qch]	to do without [sth]
passer de [qch] à [qch]	to go from [sth] to [sth]
patiner	to skate/slip/burnish
se patiner	to form a patina
payer [qch] à [qqn]	to buy [sb] [sth]
se payer	to be paid for/buy yourself [sth]
payer	to pay for/pay [sth]/pay [sb]
pécher	to sin
pêcher	to fish
peigner	to comb/disentangle
se peigner	to comb your hair
(se) pendre	to hang (yourself)
pénétrer dans	to enter/penetrate
pénétrer	to penetrate/imbue/fathom
se pénétrer de [qch]	to allow yourself to be filled with [sth]
penser (à)	to think (to do [sth])
penser que	to think
penser [qch]	to mean/think
penser [qch] de [qch]	to think [sth] of [sth]
penser à [qch]	to consider [sth]/think of [sb]/spare a thought for [sb]
percevoir	to sense/receive
perdre	to lose/waste
se perdre	to get lost/be lost/die out/go to waste
périr	to perish
persuader [qqn] de faire [qch]	to persuade [sb] to do [sth]
se persuader de [qch]	to talk yourself into doing [sth]
se persuader que	to convince yourself
peser	to weigh/be
peser sur [qch]	to influence
peser à [qqn]	to weigh on [sb]
se peser	to weigh yourself
pianoter	to tinkle at the piano/tap your fingers
placer	to put/seat/obtain a position for/locate
se placer	to sit
plaindre	to pity
se plaindre (que)	to complain
se plaindre de [qch]	to complain about [sth]
se plaindre de faire [qch]	to complain about doing [sth]
se plaindre à [qqn]	to complain to [sb]
